txn_id,txn_date,description,amount,dr_cr,balance,normalized_description,transaction_type,type_matched,type_score,type_rule,merchant_name,category
T000309,18/08/24,ONLINE CHG: DEBIT CARD ANNUAL FEE,4797.3,DR,-384324.65,ONLINE CHG: DEBIT CARD ANNUAL FEE,UPI,ONLINE,1,regex,ONLINE CHG: CARD,Online Marketplace
T000310,15/08/24,UPI/DR/40314047/FLIPKART/2320,3303.31,DR,-387627.96,UPI DR 40314047 FLIPKART 2320,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000328,19/08/24,ONLINE PURCHASE MYNTRA,2164.47,DR,-389695.29,ONLINE PURCHASE MYNTRA,UPI,ONLINE,1,regex,ONLINE MYNTRA,Online Marketplace
T000330,17/08/24,UPI/DR/94946730/FLIPKART/4971,1696.84,DR,-394221.16,UPI DR 94946730 FLIPKART 4971,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000335,17/08/24,UPI/DR/58255231/MYNTRA/2392,635.91,DR,-479603.53,UPI DR 58255231 MYNTRA 2392,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000344,20/08/24,UPI/DR/38829445/FLIPKART*CABS2025,2929,DR,-525635.87,UPI DR 38829445 FLIPKART CABS2025,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000347,17/08/24,ONLINE PURCHASE IRCTC,2959.04,DR,-543479.28,ONLINE PURCHASE IRCTC,UPI,ONLINE,1,regex,ONLINE IRCTC,Online Marketplace
T000354,19/08/24,UPI/DR/82894477/FLIPKART/1681,3824.02,DR,-454328.5,UPI DR 82894477 FLIPKART 1681,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000355,16/08/24,UPI/DR/67063296/FLIPKART/5055,1558.77,DR,-455887.27,UPI DR 67063296 FLIPKART 5055,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000359,19/08/24,UPI/DR/86871268/MYNTRA/2560,764.39,DR,-443295.29,UPI DR 86871268 MYNTRA 2560,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000362,18/08/24,POS PURCHASE AMAZON PAY,11297.08,DR,-474679.52,POS PURCHASE AMAZON PAY,CARD,POS,1,regex,AMAZON PAY,Online Marketplace
T000373,20/08/24,POS 3340 SWIPE AT AMAZON PAY,8536.71,DR,-590338.56,POS 3340 SWIPE AT AMAZON PAY,CARD,POS,1,regex,AMAZON PAY,Online Marketplace
T000374,20/08/24,UPI/DR/57135617/MYNTRA/3480,4607.48,DR,-594946.04,UPI DR 57135617 MYNTRA 3480,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000388,18/08/24,ONLINE CHG: DEBIT CARD ANNUAL FEE,4039.4,DR,-714572.71,ONLINE CHG: DEBIT CARD ANNUAL FEE,UPI,ONLINE,1,regex,ONLINE CHG: CARD,Online Marketplace
T000393,16/08/24,POS 7108 SWIPE AT AMAZON PAY,10165.22,DR,-729539.88,POS 7108 SWIPE AT AMAZON PAY,CARD,POS,1,regex,AMAZON PAY,Online Marketplace
T000397,16/08/24,UPI/DR/82684966/FLIPKART/1157,4759.85,DR,-767847.18,UPI DR 82684966 FLIPKART 1157,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000402,17/08/24,ONLINE PURCHASE MYNTRA,1183.38,DR,-830342.43,ONLINE PURCHASE MYNTRA,UPI,ONLINE,1,regex,ONLINE MYNTRA,Online Marketplace
T000405,17/08/24,ONLINE CHG: DEBIT CARD ANNUAL FEE,758.65,DR,-859369.57,ONLINE CHG: DEBIT CARD ANNUAL FEE,UPI,ONLINE,1,regex,ONLINE CHG: CARD,Online Marketplace
T000411,17/08/24,ONLINE CHG: SMS CHARGES,3422.4,DR,-870950.7,ONLINE CHG: SMS CHARGES,UPI,ONLINE,1,regex,ONLINE CHG: SMS,Online Marketplace
T000415,18/08/24,POS SALE AT AMAZON PAY,4959.75,DR,-953685.2,POS SALE AT AMAZON PAY,CARD,POS,1,regex,AMAZON PAY,Online Marketplace
T000422,20/08/24,ONLINE PURCHASE AMAZON,129.13,DR,-973448.02,ONLINE PURCHASE AMAZON,UPI,ONLINE,1,regex,ONLINE AMAZON,Online Marketplace
T000431,19/08/24,UPI/DR/19099261/FLIPKART*ORDER1020,335.92,DR,-1032338.04,UPI DR 19099261 FLIPKART ORDER1020,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000438,18/08/24,ONLINE PURCHASE AMAZON,2149.48,DR,-1052609.13,ONLINE PURCHASE AMAZON,UPI,ONLINE,1,regex,ONLINE AMAZON,Online Marketplace
T000447,20/08/24,ONLINE PURCHASE AMAZON,4941.63,DR,-975861.87,ONLINE PURCHASE AMAZON,UPI,ONLINE,1,regex,ONLINE AMAZON,Online Marketplace
T000456,20/08/24,ONLINE CHG: ATM NON-ICICI WITHDRAWAL FEE,2219.75,DR,-905262.12,ONLINE CHG: ATM NON ICICI WITHDRAWAL FEE,UPI,ONLINE,1,regex,ONLINE CHG: ATM,Online Marketplace
T000457,17/08/24,POS 7126 SWIPE AT AMAZON PAY,11914.06,DR,-917176.18,POS 7126 SWIPE AT AMAZON PAY,CARD,POS,1,regex,AMAZON PAY,Online Marketplace
T000462,21/08/24,ONLINE CHG: SMS CHARGES,267.26,DR,-949540.44,ONLINE CHG: SMS CHARGES,UPI,ONLINE,1,regex,ONLINE CHG: SMS,Online Marketplace
T000478,18/08/24,UPI/DR/54644768/MYNTRA*ORDER1077,2315.06,DR,-934929.15,UPI DR 54644768 MYNTRA ORDER1077,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000489,17/08/24,UPI/DR/30552371/MYNTRA/1152,1575.47,DR,-1039957.44,UPI DR 30552371 MYNTRA 1152,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000498,18/08/24,UPI/DR/63720675/FLIPKART*RIDE8835,4019.51,DR,-1092355.18,UPI DR 63720675 FLIPKART RIDE8835,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000514,20/08/24,UPI/DR/62733674/FLIPKART*ORDER6536,628.05,DR,-1004019.67,UPI DR 62733674 FLIPKART ORDER6536,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000516,20/08/24,UPI/DR/76951647/MYNTRA/1795,2810.81,DR,-1006345.96,UPI DR 76951647 MYNTRA 1795,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000517,18/08/24,POS SALE AT MYNTRA FASHION,2770.02,DR,-1009115.98,POS SALE AT MYNTRA FASHION,CARD,POS,1,regex,MYNTRA FASHION,Online Marketplace
T000520,21/08/24,UPI/DR/90869462/FLIPKART*CABS9975,4317.47,DR,-958735.94,UPI DR 90869462 FLIPKART CABS9975,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000528,19/08/24,UPI/DR/43734435/FLIPKART/8259,4166.92,DR,-956662.99,UPI DR 43734435 FLIPKART 8259,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000535,21/08/24,POS 5809 SWIPE AT AMAZON PAY,7227.89,DR,-981304.56,POS 5809 SWIPE AT AMAZON PAY,CARD,POS,1,regex,AMAZON PAY,Online Marketplace
T000537,19/08/24,UPI/DR/15352233/FLIPKART*ORDER7322,1357.29,DR,-986310.34,UPI DR 15352233 FLIPKART ORDER7322,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000541,17/08/24,ONLINE CHG: SMS CHARGES,3590,DR,-1010560.93,ONLINE CHG: SMS CHARGES,UPI,ONLINE,1,regex,ONLINE CHG: SMS,Online Marketplace
T000547,19/08/24,UPI/DR/62478133/MYNTRA*ORDER5883,3418.72,DR,-1023867.24,UPI DR 62478133 MYNTRA ORDER5883,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000555,19/08/24,ONLINE PURCHASE MYNTRA,688.84,DR,-1034215.71,ONLINE PURCHASE MYNTRA,UPI,ONLINE,1,regex,ONLINE MYNTRA,Online Marketplace
T000567,18/08/24,POS PURCHASE FLIPKART INTERNET,13330.14,DR,-984324.08,POS PURCHASE FLIPKART INTERNET,CARD,POS,1,regex,FLIPKART INTERNET,Online Marketplace
T000569,21/08/24,UPI/DR/31120146/MYNTRA/2938,3339.44,DR,-988418.66,UPI DR 31120146 MYNTRA 2938,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000571,19/08/24,ONLINE CHG: ATM NON-ICICI WITHDRAWAL FEE,2875.96,DR,-998535.46,ONLINE CHG: ATM NON ICICI WITHDRAWAL FEE,UPI,ONLINE,1,regex,ONLINE CHG: ATM,Online Marketplace
T000575,20/08/24,ONLINE PURCHASE FLIPKART,3626.45,DR,-1013104.85,ONLINE PURCHASE FLIPKART,UPI,ONLINE,1,regex,ONLINE FLIPKART,Online Marketplace
T000579,22/08/24,ONLINE PURCHASE MYNTRA,4376.63,DR,-1024121.77,ONLINE PURCHASE MYNTRA,UPI,ONLINE,1,regex,ONLINE MYNTRA,Online Marketplace
T000583,22/08/24,POS SALE AT MYNTRA FASHION,3953.76,DR,-1065486.87,POS SALE AT MYNTRA FASHION,CARD,POS,1,regex,MYNTRA FASHION,Online Marketplace
T000591,18/08/24,UPI/DR/90465529/MYNTRA/4795,3114.43,DR,-1078251.02,UPI DR 90465529 MYNTRA 4795,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000598,19/08/24,UPI/DR/19066979/FLIPKART/4610,3416.87,DR,-1107447.07,UPI DR 19066979 FLIPKART 4610,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000611,22/08/24,ONLINE PURCHASE FLIPKART,4977.9,DR,-1083405.94,ONLINE PURCHASE FLIPKART,UPI,ONLINE,1,regex,ONLINE FLIPKART,Online Marketplace
T000613,20/08/24,UPI/DR/38919534/FLIPKART*CABS2577,2304.29,DR,-1089759.83,UPI DR 38919534 FLIPKART CABS2577,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000618,20/08/24,ONLINE CHG: DEBIT CARD ANNUAL FEE,1156.53,DR,-1121608.3,ONLINE CHG: DEBIT CARD ANNUAL FEE,UPI,ONLINE,1,regex,ONLINE CHG: CARD,Online Marketplace
T000626,22/08/24,POS SALE AT MYNTRA FASHION,6637.67,DR,-1170351.57,POS SALE AT MYNTRA FASHION,CARD,POS,1,regex,MYNTRA FASHION,Online Marketplace
T000632,21/08/24,UPI/DR/92304487/MYNTRA*CABS9715,4063.16,DR,-1188037.29,UPI DR 92304487 MYNTRA CABS9715,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000643,18/08/24,ONLINE PURCHASE FLIPKART,64.47,DR,-1081846.25,ONLINE PURCHASE FLIPKART,UPI,ONLINE,1,regex,ONLINE FLIPKART,Online Marketplace
T000644,21/08/24,ONLINE PURCHASE AMAZON,1258.64,DR,-1083104.89,ONLINE PURCHASE AMAZON,UPI,ONLINE,1,regex,ONLINE AMAZON,Online Marketplace
T000657,18/08/24,ONLINE PURCHASE MYNTRA,3975.36,DR,-1053010.27,ONLINE PURCHASE MYNTRA,UPI,ONLINE,1,regex,ONLINE MYNTRA,Online Marketplace
T000669,23/08/24,UPI/DR/87340611/MYNTRA/5921,283.12,DR,-1122203.39,UPI DR 87340611 MYNTRA 5921,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000670,19/08/24,UPI/DR/17505818/FLIPKART*RIDE7824,4658.21,DR,-1126861.6,UPI DR 17505818 FLIPKART RIDE7824,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000671,23/08/24,UPI/DR/97614538/FLIPKART/7266,365.23,DR,-1127226.83,UPI DR 97614538 FLIPKART 7266,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000674,19/08/24,ONLINE PURCHASE AMAZON,2389.76,DR,-1032405.83,ONLINE PURCHASE AMAZON,UPI,ONLINE,1,regex,ONLINE AMAZON,Online Marketplace
T000677,22/08/24,UPI/DR/45736421/MYNTRA*CABS2467,651.4,DR,-1047559.56,UPI DR 45736421 MYNTRA CABS2467,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000684,19/08/24,ONLINE CHG: SMS CHARGES,3280.69,DR,-1087097.73,ONLINE CHG: SMS CHARGES,UPI,ONLINE,1,regex,ONLINE CHG: SMS,Online Marketplace
T000716,19/08/24,UPI/DR/48168910/MYNTRA*CABS6901,4664.25,DR,-949197.69,UPI DR 48168910 MYNTRA CABS6901,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000726,23/08/24,ONLINE PURCHASE FLIPKART,3143.46,DR,-987967.58,ONLINE PURCHASE FLIPKART,UPI,ONLINE,1,regex,ONLINE FLIPKART,Online Marketplace
T000733,21/08/24,UPI/DR/55649583/FLIPKART/9579,1620.76,DR,-946177.72,UPI DR 55649583 FLIPKART 9579,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000751,19/08/24,ONLINE CHG: ATM NON-ICICI WITHDRAWAL FEE,3319.81,DR,-776742.6,ONLINE CHG: ATM NON ICICI WITHDRAWAL FEE,UPI,ONLINE,1,regex,ONLINE CHG: ATM,Online Marketplace
T000754,20/08/24,ONLINE CHG: ATM NON-HDFC WITHDRAWAL FEE,1103.71,DR,-792699.28,ONLINE CHG: ATM NON HDFC WITHDRAWAL FEE,UPI,ONLINE,1,regex,ONLINE CHG: ATM,Online Marketplace
T000761,19/08/24,ONLINE CHG: ATM NON-ICICI WITHDRAWAL FEE,77.78,DR,-829616.14,ONLINE CHG: ATM NON ICICI WITHDRAWAL FEE,UPI,ONLINE,1,regex,ONLINE CHG: ATM,Online Marketplace
T000766,19/08/24,POS SALE AT FLIPKART INTERNET,14433.72,DR,-875930.26,POS SALE AT FLIPKART INTERNET,CARD,POS,1,regex,FLIPKART INTERNET,Online Marketplace
T000768,21/08/24,UPI/DR/73411376/MYNTRA/9834,4010.68,DR,-902864.68,UPI DR 73411376 MYNTRA 9834,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000776,20/08/24,ONLINE CHG: SMS CHARGES,3635.48,DR,-944976.98,ONLINE CHG: SMS CHARGES,UPI,ONLINE,1,regex,ONLINE CHG: SMS,Online Marketplace
T000800,24/08/24,UPI/DR/25862805/MYNTRA/9570,2346.01,DR,-1124969.96,UPI DR 25862805 MYNTRA 9570,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000805,24/08/24,UPI/DR/37198033/FLIPKART*CABS7586,1688.75,DR,-1153416.53,UPI DR 37198033 FLIPKART CABS7586,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000814,20/08/24,ONLINE CHG: ATM NON-ICICI WITHDRAWAL FEE,3357.31,DR,-1185027.99,ONLINE CHG: ATM NON ICICI WITHDRAWAL FEE,UPI,ONLINE,1,regex,ONLINE CHG: ATM,Online Marketplace
T000834,20/08/24,UPI/DR/55056176/MYNTRA/6963,4451.09,DR,-1093759,UPI DR 55056176 MYNTRA 6963,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000839,23/08/24,ONLINE PURCHASE AMAZON,958,DR,-1109407.68,ONLINE PURCHASE AMAZON,UPI,ONLINE,1,regex,ONLINE AMAZON,Online Marketplace
T000841,24/08/24,UPI/DR/30199508/MYNTRA/1371,1536.53,DR,-1110112.03,UPI DR 30199508 MYNTRA 1371,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000851,24/08/24,POS PURCHASE MYNTRA FASHION,10069.94,DR,-1209950.24,POS PURCHASE MYNTRA FASHION,CARD,POS,1,regex,MYNTRA FASHION,Online Marketplace
T000855,23/08/24,UPI/DR/82264474/MYNTRA/2431,4881.61,DR,-1160248.16,UPI DR 82264474 MYNTRA 2431,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000859,24/08/24,ONLINE CHG: ATM NON-ICICI WITHDRAWAL FEE,1530.09,DR,-1176291.94,ONLINE CHG: ATM NON ICICI WITHDRAWAL FEE,UPI,ONLINE,1,regex,ONLINE CHG: ATM,Online Marketplace
T000870,20/08/24,ONLINE CHG: DEBIT CARD ANNUAL FEE,4120.11,DR,-1216874.43,ONLINE CHG: DEBIT CARD ANNUAL FEE,UPI,ONLINE,1,regex,ONLINE CHG: CARD,Online Marketplace
T000873,20/08/24,ONLINE CHG: SMS CHARGES,2313.25,DR,-1228530.8,ONLINE CHG: SMS CHARGES,UPI,ONLINE,1,regex,ONLINE CHG: SMS,Online Marketplace
T000875,20/08/24,ONLINE PURCHASE FLIPKART,3555.28,DR,-1231740.09,ONLINE PURCHASE FLIPKART,UPI,ONLINE,1,regex,ONLINE FLIPKART,Online Marketplace
T000876,21/08/24,ONLINE CHG: ATM NON-ICICI WITHDRAWAL FEE,1550.99,DR,-1233291.08,ONLINE CHG: ATM NON ICICI WITHDRAWAL FEE,UPI,ONLINE,1,regex,ONLINE CHG: ATM,Online Marketplace
T000890,24/08/24,UPI/DR/68795196/MYNTRA/2392,684.17,DR,-1279655.29,UPI DR 68795196 MYNTRA 2392,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000892,24/08/24,UPI/DR/67002833/FLIPKART*CABS5472,3805.88,DR,-1293911.07,UPI DR 67002833 FLIPKART CABS5472,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000893,24/08/24,POS PURCHASE AMAZON PAY,4327.58,DR,-1298238.65,POS PURCHASE AMAZON PAY,CARD,POS,1,regex,AMAZON PAY,Online Marketplace
T000897,23/08/24,POS PURCHASE FLIPKART INTERNET,7455.71,DR,-1297082.57,POS PURCHASE FLIPKART INTERNET,CARD,POS,1,regex,FLIPKART INTERNET,Online Marketplace
T000912,25/08/24,ONLINE PURCHASE AMAZON,2840.81,DR,-1229835.1,ONLINE PURCHASE AMAZON,UPI,ONLINE,1,regex,ONLINE AMAZON,Online Marketplace
T000915,25/08/24,POS 3958 SWIPE AT AMAZON PAY,12968.11,DR,-1262023.65,POS 3958 SWIPE AT AMAZON PAY,CARD,POS,1,regex,AMAZON PAY,Online Marketplace
T000921,24/08/24,UPI/DR/47281925/FLIPKART/1691,4822.56,DR,-1289177.21,UPI DR 47281925 FLIPKART 1691,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000925,21/08/24,ONLINE CHG: SMS CHARGES,1105.68,DR,-1313341.96,ONLINE CHG: SMS CHARGES,UPI,ONLINE,1,regex,ONLINE CHG: SMS,Online Marketplace
T000937,23/08/24,POS 5270 SWIPE AT MYNTRA FASHION,12436.18,DR,-1369354.58,POS 5270 SWIPE AT MYNTRA FASHION,CARD,POS,1,regex,MYNTRA FASHION,Online Marketplace
T000941,22/08/24,UPI/DR/80576741/FLIPKART*CABS9096,680.71,DR,-1308048.96,UPI DR 80576741 FLIPKART CABS9096,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000947,25/08/24,UPI/CR/41519884/REFUND/MYNTRA,4697.22,CR,-1313817.55,UPI CR 41519884 REFUND MYNTRA,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000957,25/08/24,ONLINE CHG: ATM NON-HDFC WITHDRAWAL FEE,2639.56,DR,-1359547.41,ONLINE CHG: ATM NON HDFC WITHDRAWAL FEE,UPI,ONLINE,1,regex,ONLINE CHG: ATM,Online Marketplace
T000960,21/08/24,UPI/DR/71771451/MYNTRA*RIDE1095,1714.19,DR,-1379928.18,UPI DR 71771451 MYNTRA RIDE1095,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000962,22/08/24,ONLINE PURCHASE AMAZON,2006.32,DR,-1384538.01,ONLINE PURCHASE AMAZON,UPI,ONLINE,1,regex,ONLINE AMAZON,Online Marketplace
T000965,25/08/24,ONLINE PURCHASE AMAZON,4163.62,DR,-1393424.83,ONLINE PURCHASE AMAZON,UPI,ONLINE,1,regex,ONLINE AMAZON,Online Marketplace
T000966,21/08/24,POS PURCHASE MYNTRA FASHION,9085.04,DR,-1402509.87,POS PURCHASE MYNTRA FASHION,CARD,POS,1,regex,MYNTRA FASHION,Online Marketplace
T000976,25/08/24,UPI/DR/33049928/MYNTRA*RIDE8974,1583.72,DR,-1436265.42,UPI DR 33049928 MYNTRA RIDE8974,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000980,24/08/24,UPI/DR/32294301/MYNTRA/8295,4822.95,DR,-1457324.37,UPI DR 32294301 MYNTRA 8295,UPI,UPI,1,regex,MYNTRA,Online Marketplace
T000988,23/08/24,ONLINE PURCHASE FLIPKART,3116.78,DR,-1374035.36,ONLINE PURCHASE FLIPKART,UPI,ONLINE,1,regex,ONLINE FLIPKART,Online Marketplace
T000993,25/08/24,UPI/DR/44604301/FLIPKART*ORDER5382,4491.96,DR,-1318247.39,UPI DR 44604301 FLIPKART ORDER5382,UPI,UPI,1,regex,FLIPKART,Online Marketplace
T000998,24/08/24,ONLINE CHG: ATM NON-ICICI WITHDRAWAL FEE,4177.37,DR,-1360942.79,ONLINE CHG: ATM NON ICICI WITHDRAWAL FEE,UPI,ONLINE,1,regex,ONLINE CHG: ATM,Online Marketplace
T000034,15/08/24,UPI/DR/78159587/PAID TO PRIYA S/KOTAKBANK,433.01,DR,143113.32,UPI DR 78159587 PAID TO PRIYA S KOTAKBANK,UPI,UPI,1,regex,PRIYA S KOTAKBANK,Other
T000045,17/08/24,ACH CR INTEREST CREDIT,842.87,CR,150624.07,ACH CR INTEREST CREDIT,ACH-CR,ACH CR,1,regex,INTEREST,Other
T000055,16/08/24,NEFT CR TAX REFUND GOVT,49660.59,CR,166298.94,NEFT CR TAX REFUND GOVT,NEFT,NEFT,1,regex,GOVT,Other
T000056,15/08/24,NEFT CR TAX REFUND GOVT,90286.23,CR,256585.17,NEFT CR TAX REFUND GOVT,NEFT,NEFT,1,regex,GOVT,Other
T000062,15/08/24,UPI/DR/41523529/PAID TO NEHA M/ICICIBANK,219.68,DR,228636.92,UPI DR 41523529 PAID TO NEHA M ICICIBANK,UPI,UPI,1,regex,NEHA M ICICIBANK,Other
T000090,15/08/24,ONLINE CHG: SMS CHARGES,3465.1,DR,83135.39,ONLINE CHG: SMS CHARGES,UPI,ONLINE,1,regex,NO_MERCHANT,Other
T000093,17/08/24,UPI/DR/81922443/PAID TO NEHA M/AXISBANK,1454.85,DR,75078.35,UPI DR 81922443 PAID TO NEHA M AXISBANK,UPI,UPI,1,regex,NEHA M AXISBANK,Other
T000101,15/08/24,UPI/DR/98641164/PAID TO NEHA M/ICICIBANK,2804.76,DR,41342.2,UPI DR 98641164 PAID TO NEHA M ICICIBANK,UPI,UPI,1,regex,NEHA M ICICIBANK,Other
T000112,17/08/24,UPI/DR/64247457/PAID TO POOJA R/AXISBANK,365.6,DR,11013.91,UPI DR 64247457 PAID TO POOJA R AXISBANK,UPI,UPI,1,regex,POOJA R AXISBANK,Other
T000115,15/08/24,UPI/DR/64759583/PAID TO PRIYA S/AXISBANK,4740.6,DR,-5305.94,UPI DR 64759583 PAID TO PRIYA S AXISBANK,UPI,UPI,1,regex,PRIYA S AXISBANK,Other
T000119,16/08/24,UPI/DR/88777447/PAID TO POOJA R/KOTAKBANK,2473.27,DR,-10843.1,UPI DR 88777447 PAID TO POOJA R KOTAKBANK,UPI,UPI,1,regex,POOJA R KOTAKBANK,Other
T000126,15/08/24,UPI/DR/94712997/PAID TO PRIYA S/AXISBANK,4893.85,DR,-66708.26,UPI DR 94712997 PAID TO PRIYA S AXISBANK,UPI,UPI,1,regex,PRIYA S AXISBANK,Other
T000164,17/08/24,UPI/CR/94982908/FRND TRNSFR FROM SUNITA D,2657.11,CR,-96467.98,UPI CR 94982908 FRND TRNSFR FROM SUNITA D,UPI,UPI,1,regex,FRND TRNSFR FROM,Other
T000166,17/08/24,UPI/DR/17061037/PAID TO RAMESH K/OKHDFCBANK,1433.3,DR,-109598.45,UPI DR 17061037 PAID TO RAMESH K OKHDFCBANK,UPI,UPI,1,regex,RAMESH K OKHDFCBANK,Other
T000171,15/08/24,IMPS/DR/99663907/ELECTRICITY BILL,2599.12,DR,-159623.6,IMPS DR 99663907 ELECTRICITY BILL,IMPS,IMPS,1,regex,ELECTRICITY BILL,Other
T000173,15/08/24,UPI/DR/12799319/PAID TO POOJA R/SBIBANK,531.84,DR,-163731.98,UPI DR 12799319 PAID TO POOJA R SBIBANK,UPI,UPI,1,regex,POOJA R SBIBANK,Other
T000177,18/08/24,IMPS/DR/97980930/GAS BILL,1445.46,DR,-188681.52,IMPS DR 97980930 GAS BILL,IMPS,IMPS,1,regex,GAS BILL,Other
T000178,17/08/24,IMPS/DR/85764804/GPAY MERCHANT,1375.31,DR,-190056.83,IMPS DR 85764804 GPAY MERCHANT,IMPS,IMPS,1,regex,GPAY MERCHANT,Other
T000183,18/08/24,UPI/DR/96721710/PAID TO NEHA M/AXISBANK,4955.83,DR,-214983.45,UPI DR 96721710 PAID TO NEHA M AXISBANK,UPI,UPI,1,regex,NEHA M AXISBANK,Other
T000184,16/08/24,IMPS/DR/58841557/ELECTRICITY BILL,1285.43,DR,-216268.88,IMPS DR 58841557 ELECTRICITY BILL,IMPS,IMPS,1,regex,ELECTRICITY BILL,Other
T000188,15/08/24,ACH DR MUTUAL FUND SIP,13940.99,DR,-252332.85,ACH DR MUTUAL FUND SIP,ACH-DR,ACH DR,1,regex,MUTUAL FUND SIP,investment
T000191,18/08/24,IMPS/DR/90161060/GPAY MERCHANT,624.45,DR,-256795.1,IMPS DR 90161060 GPAY MERCHANT,IMPS,IMPS,1,regex,GPAY MERCHANT,Other
T000197,17/08/24,UPI/DR/68716573/PAID TO POOJA R/SBIBANK,4659.31,DR,-278475.43,UPI DR 68716573 PAID TO POOJA R SBIBANK,UPI,UPI,1,regex,POOJA R SBIBANK,Other
T000198,16/08/24,NEFT CR TAX REFUND GOVT,149425.16,CR,-129050.27,NEFT CR TAX REFUND GOVT,NEFT,NEFT,1,regex,TAX GOVT,Other
T000205,18/08/24,UPI/DR/19083764/GOIBIBO*BILL PAY,6323.34,DR,-163278.95,UPI DR 19083764 GOIBIBO BILL PAY,UPI,UPI,1,regex,GOIBIBO BILL PAY,Other
T000212,17/08/24,UPI/DR/69020451/IRCTC TICKET BKNG,7793.73,DR,-115243.07,UPI DR 69020451 IRCTC TICKET BKNG,UPI,UPI,1,regex,IRCTC TICKET BKNG,Other
T000217,16/08/24,UPI/CR/91547054/FRND TRNSFR FROM PRIYA S,345.49,CR,-131821.71,UPI CR 91547054 FRND TRNSFR FROM PRIYA S,UPI,UPI,1,regex,PRIYA S,Other
T000220,18/08/24,UPI/DR/13478029/MMT*BILL PAY,3187.85,DR,-151350.58,UPI DR 13478029 MMT BILL PAY,UPI,UPI,1,regex,MMT BILL PAY,Other
T000221,15/08/24,UPI/DR/44935501/PAID TO RAJESH KUMAR/AXISBANK,1080.87,DR,-152431.45,UPI DR 44935501 PAID TO RAJESH KUMAR AXISBANK,UPI,UPI,1,regex,RAJESH KUMAR AXISBANK,Other
T000224,19/08/24,UPI/DR/36975128/PAID TO POOJA R/OKHDFCBANK,1868.39,DR,-51123.37,UPI DR 36975128 PAID TO POOJA R OKHDFCBANK,UPI,UPI,1,regex,POOJA R OKHDFCBANK,Other
T000226,15/08/24,ACH DR MUTUAL FUND SIP,21025.14,DR,-73321.58,ACH DR MUTUAL FUND SIP,ACH-DR,ACH DR,1,regex,MUTUAL FUND SIP,investment
T000239,15/08/24,UPI/DR/72654864/IRCTC TICKET BKNG,4054.36,DR,-177611.93,UPI DR 72654864 IRCTC TICKET BKNG,UPI,UPI,1,regex,IRCTC TICKET BKNG,Other
T000242,15/08/24,UPI/DR/59093843/IRCTC TICKET BKNG,505.15,DR,-181594.02,UPI DR 59093843 IRCTC TICKET BKNG,UPI,UPI,1,regex,IRCTC TICKET BKNG,Other
T000243,19/08/24,IMPS/DR/58657117/ELECTRICITY BILL,1562.34,DR,-183156.36,IMPS DR 58657117 ELECTRICITY BILL,IMPS,IMPS,1,regex,ELECTRICITY BILL,Other
